,category,nominee,artist,workers
2672,Best Male R&B Vocal Performance,For Your Love,Stevie Wonder,
2673,Best R&B Performance By A Duo Or Group With Vocal,Creep,TLC,
2674,Best Rhythm & Blues Song,For Your Love,,"Stevie Wonder, songwriter (Stevie Wonder)"
2675,Best R&B Album,Crazysexycool,TLC,
2676,Best Rap Solo Performance,Gangsta's Paradise,Coolio,
2677,Best Rap Performance By A Duo Or Group,I'll Be There For You/You're All I Need To Get By,Method Man Featuring Mary J. Blige,
2678,Best Rap Album,Poverty's Paradise,Naughty By Nature,
2679,Best Female Country Vocal Performance,"Baby, Now That I've Found You",Alison Krauss,
2680,Best Male Country Vocal Performance,Go Rest High On That Mountain,Vince Gill,
2681,Best Country Performance By A Duo Or Group With Vocal,Here Comes The Rain,The Mavericks,
2682,Best Country Collaboration With Vocals,Somewhere In The Vicinity Of The Heart,Shenandoah & Alison Krauss,
2683,Best Country Instrumental Performance,Hightower,Asleep At The Wheel Featuring Béla Fleck & Johnny Gimble,
2684,Best Country Song,Go Rest High On That Mountain,,"Vince Gill, songwriter (Vince Gill)"
2685,Best Country Album,The Woman In Me,Shania Twain,
2686,Best Bluegrass Album,Unleashed,The Nashville Bluegrass Band,
2687,Best New Age Album,Forest,George Winston,
2688,Best Contemporary Jazz Performance,We Live Here,Pat Metheny Group,
2689,Best Jazz Vocal Performance,An Evening With Lena Horne,Lena Horne,
2690,Best Jazz Instrumental Solo,Impressions,,"Michael Brecker, soloist"
2691,"Best Jazz Instrumental Performance, Individual Or Group",Infinity,McCoy Tyner Trio & Michael Brecker,
2692,Best Large Jazz Ensemble Performance,All Blues,Tom Scott (GRP All-Star Big Band),
2693,Best Latin Jazz Performance,Antonio Brasileiro,Jobim,
2694,Best Rock Gospel Album,Lesson Of Love,Ashley Cleveland,
2695,Best Pop/Contemporary Gospel Album,I'll Lead You Home,Michael W. Smith,
2696,"Best Southern Gospel, Country Gospel Or Bluegrass Gospel Album",Amazing Grace - A Country Salute To Gospel,(Various Artists),
2697,Best Traditional Soul Gospel Album,Shirley Caesar Live - He Will Come,Shirley Caesar,
2698,Best Contemporary Soul Gospel Album,Alone In His Presence,CeCe Winans,
2699,Best Gospel Album By A Choir Or Chorus,Praise Him - Live!,,"Carol Cymbala, choir director (The Brooklyn Tabernacle Choir)"
2700,Best Latin Pop Performance,Amor,Jon Secada,
2701,Best Tropical Latin Performance,Abriendo Puertas,Gloria Estefan,
2702,Best Mexican-American/Tejano Music Performance,Flaco Jimenez,Flaco Jimenez,
2703,Best Traditional Blues Album,Chill Out,John Lee Hooker,
2704,Best Contemporary Blues Album,Slippin' In,Buddy Guy,
2705,Best Traditional Folk Album,South Coast,Ramblin' Jack Elliott,
2706,Best Contemporary Folk Album,Wrecking Ball,Emmylou Harris,
2707,Best Reggae Album,Boombastic,Shaggy,
2708,Best World Music Album,Boheme,Deep Forest,
2709,Best Polka Album,I Love To Polka,Jimmy Sturr,
2710,Best Musical Album For Children,Sleepy Time Lullabys,Barbara Bailey Hutchison,Barbara Bailey Hutchison
2711,Best Spoken Word Album For Children,Prokofiev: Peter And The Wolf,Patrick Stewart,
2712,Best Spoken Word Or Non-Musical Album,Phenomenal Woman,Maya Angelou,
2713,Best Spoken Comedy Album,Crank Calls,Jonathan Winters,"Jonathan Winters, artist."
2714,Best Musical Show Album,Smokey Joe's Cafe - The Songs Of Leiber & Stoller,,"Jerry Leiber, Arif Mardin & Mike Stoller, producers (Original Broadway Cast)"
2715,Best Instrumental Composition,A View From The Side,,"Bill Holman, composer (The Bill Holman Band)"
2716,Best Instrumental Composition Written For A Motion Picture Or For Television,Crimson Tide,,"Hans Zimmer, composer (Hans Zimmer)"
2717,Best Song Written Specifically For A Motion Picture Or For Television,Colors Of The Wind (From Pocahontas),"Alan Menken & Stephen Schwartz, songwriters (Vanessa Williams & Judy Kuhn)",
2718,Best Instrumental Arrangement,Lament,,"Robert Farnon, arranger (J.J. Johnson & The Robert Farnon Orchestra)"
2719,Best Instrumental Arrangement With Accompanying Vocal(s),I Get A Kick Out Of You,,"Rob McConnell, arranger (Mel Tormé with Rob McConnell & The Boss Brass)"
2720,Best Recording Package,Turbulent Indigo,,"Robbie Cavolina & Joni Mitchell, art directors (Joni Mitchell)"
2721,Best Recording Package - Boxed,Civilization Phaze III,,"Frank Zappa & Gail Zappa, art directors (Frank Zappa)"
2722,Best Album Notes,"The Complete Stax/Volt Soul Singles, Vol. 3: 1972-1975",,"Rob Bowman, album notes writer (Various Artists)"
2723,Best Historical Album,The Heifetz Collection,,"John Pfeiffer, compilation producer; Ray Hall, Thomas MacCluskey, James P. Nichols, Anthony Salvatore, Jon M. Samuels & David Satz, mastering engineers (Jascha Heifetz & Various Artists)"
2724,Best Engineered Album - Non-Classical,Wildflowers,,"David Bianco, Richard Dodd, Stephen McLaughlin & Jim Scott, engineers (Tom Petty)"
2725,Producer Of The Year,Babyface,,
2726,Best Classical Engineered Recording,"Bartók: Concerto For Orchestra; ""Kossuth"" - Symphonic Poem",,"Michael Mailes & Jonathan Stokes, engineers (Herbert Blomstedt, conductor)"
2727,Classical Producer Of The Year,Steven Epstein,,
2728,Best Classical Album,Debussy: La Mer; Nocturnes; Jeux,,"Pierre Boulez, artist; Karl-August Naegler, producer"
2729,Best Orchestral Performance,Debussy: La Mer,,"Pierre Boulez, conductor (Cleveland Orchestra)"
2730,Best Opera Recording,Berlioz: Les Troyens,,"Gary Lakes, Francoise Pollet, Gino Quilico & Deborah Voigt; Charles Dutoit, conductor; Raymond Minshull, producer (Chorus De L'Orchestre Symphonie Montreal; L'Orchestra Symphonie Montreal)"
2731,Best Choral Performance,Brahms: Ein Deutsches Requiem,,"Herbert Blomstedt, conductor (San Francisco Symphony Chorus; San Francisco Symphony Orchestra)"
2732,Best Instrumental Soloist(s) Performance (With Orchestra),"The American Album - Works Of Bernstein, Barber, Foss",,"Itzhak Perlman, artist (Boston Symphony Orchestra)"
2733,Best Instrumental Soloist Performance (Without Orchestra),Schubert: Piano Sonatas (B Flat Major And A Major),,"Radu Lupu, artist"
2734,Best Chamber Music Performance,Brahms/Beethoven/Mozart: Clarinet Trios,,"Emanuel Ax, Yo-Yo Ma & Richard Stoltzman, artists"
2735,Best Classical Vocal Performance,The Echoing Air - The Music Of Henry Purcell,,(Academy Of Ancient Music)
2736,Best Classical Contemporary Composition,Messiaen: Concert A Quatre,,"Olivier Messiaen, composer"
2737,"Best Music Video, Short Form",Scream,Michael Jackson & Janet Jackson,"Mark Romanek, video director; Cean Chaffin, video producer"
2738,"Best Music Video, Long Form",Secret World Live,Peter Gabriel,"Francois Girard, video director; Robert Warr, video producer"
2739,Record Of The Year,All I Wanna Do,Sheryl Crow,"Bill Bottrell, producer"
2740,Album Of The Year,MTV Unplugged,Tony Bennett,"David Kahne, producer"
2741,Song Of The Year,Streets Of Philadelphia,,"Bruce Springsteen, songwriter (Bruce Springsteen)"
2742,Best New Artist,Sheryl Crow,,
2743,Best Female Pop Vocal Performance,All I Wanna Do,Sheryl Crow,
2744,Best Male Pop Vocal Performance,Can You Feel The Love Tonight,Elton John,
2745,Best Pop Performance By A Duo Or Group With Vocal,I Swear,All-4-One,
2746,Best Pop Vocal Collaboration,Funny How Time Slips Away,Al Green & Lyle Lovett,
2747,Best Pop Instrumental Performance,Cruisin',Booker T & The MG's,
2748,Best Pop Album,Longing In Their Hearts,Bonnie Raitt,
2749,Best Traditional Pop Vocal Performance,MTV Unplugged,Tony Bennett,
2750,Best Female Rock Vocal Performance,Come To My Window,Melissa Etheridge,
2751,Best Male Rock Vocal Performance,Streets Of Philadelphia,Bruce Springsteen,
2752,Best Rock Performance By A Duo Or Group With Vocal,Crazy,Aerosmith,
2753,Best Hard Rock Performance,Black Hole Sun,Soundgarden,
2754,Best Metal Performance,Spoonman,Soundgarden,
2755,Best Rock Instrumental Performance,Marooned,Pink Floyd,
2756,Best Rock Song,Streets Of Philadelphia,,"Bruce Springsteen, songwriter (Bruce Springsteen)"
2757,Best Rock Album,Voodoo Lounge,The Rolling Stones,
2758,Best Alternative Music Performance,Dookie,Green Day,
2759,Best Female R&B Vocal Performance,Breathe Again,Toni Braxton,
2760,Best Male R&B Vocal Performance,When Can I See You,Babyface,
2761,Best R&B Performance By A Duo Or Group With Vocal,I'll Make Love To You,Boyz II Men,
2762,Best Rhythm & Blues Song,I'll Make Love To You,,"Babyface, songwriter (Boyz II Men)"
2763,Best R&B Album,II,Boyz II Men,
2764,Best Rap Solo Performance,U.N.I.T.Y.,Queen Latifah,
2765,Best Rap Performance By A Duo Or Group,None Of Your Business,Salt-N-Pepa,
2766,Best Female Country Vocal Performance,Shut Up And Kiss Me,Mary Chapin Carpenter,
2767,Best Male Country Vocal Performance,When Love Finds You,Vince Gill,
2768,Best Country Performance By A Duo Or Group With Vocal,Blues For Dixie,Asleep At The Wheel & Lyle Lovett,
2769,Best Country Vocal Collaboration,I Fall To Pieces,Aaron Neville & Trisha Yearwood,
2770,Best Country Instrumental Performance,Young Thing,Chet Atkins,
2771,Best Country Song,I Swear,,"Gary Baker & Frank J. Myers, songwriters (John Michael Montgomery)"
2772,Best Country Album,Stones In The Road,Mary Chapin Carpenter,
2773,Best Bluegrass Album,The Great Dobro Sessions,(Various Artists),
2774,Best New Age Album,Prayer For The Wild Things,Paul Winter,
2775,Best Contemporary Jazz Performance,Out Of The Loop,Brecker Brothers,
2776,Best Jazz Vocal Performance,Mystery Lady - Songs Of Billie Holiday,Etta James,
2777,Best Jazz Instrumental Solo,Prelude To A Kiss,,"Benny Carter, soloist"
2778,"Best Jazz Instrumental Performance, Individual Or Group",A Tribute To Miles,"Ron Carter, Herbie Hancock, Wallace Roney, Wayne Shorter & Tony Williams",
2779,Best Large Jazz Ensemble Performance,Journey,McCoy Tyner Big Band,
2780,Best Latin Jazz Performance,Danzon,Arturo Sandoval,
2781,Best Rock Gospel Album,Wake-Up Call,Petra,
2782,Best Pop/Contemporary Gospel Album,Mercy,Andrae Crouch,
2783,"Best Southern Gospel, Country Gospel Or Bluegrass Gospel Album",I Know Who Holds Tomorrow,Alison Krauss & The Cox Family,
2784,Best Traditional Soul Gospel Album,Songs Of The Church - Live In Memphis,Albertina Walker,
2785,Best Contemporary Soul Gospel Album,Join The Band,Take 6,
2786,Best Gospel Album By A Choir Or Chorus,Live In Atlanta At Morehouse College,,"Hezekiah Walker, choir director (The Love Fellowship Crusade Choir)"
2787,Best Gospel Album By A Choir Or Chorus,Through God's Eyes,,"Milton Brunson, choir director (Thompson Community Singers)"
2788,Best Latin Pop Performance,Segundo Romance,Luis Miguel,
2789,Best Tropical Latin Performance,Master Sessions Volume 1,Cachao,
2790,Best Mexican-American Performance,Recuerdo A Javier Solis,Vikki Carr,
2791,Best Traditional Blues Album,From The Cradle,Eric Clapton,
2792,Best Contemporary Blues Album,Father Father,Pops Staples,
2793,Best Traditional Folk Album,World Gone Wrong,Bob Dylan,
2794,Best Contemporary Folk Album,American Recordings,Johnny Cash,
2795,Best Reggae Album,Crucial! Roots Classics,Bunny Wailer,
2796,Best World Music Album,Talking Timbuktu,Ali Farka Toure & Ry Cooder,
2797,Best Polka Album,Music And Friends,Walter Ostanek Band,
2798,Best Musical Album For Children,The Lion King - Original Motion Picture Soundtrack,(Various Artists),
2799,Best Spoken Word Album For Children,The Lion King Read-Along,Robert Guillaume,
2800,Best Spoken Word Or Non-Musical Album,Get In The Van - On The Road With Black Flag,Henry Rollins,
2801,Best Spoken Comedy Album,Live From Hell,Sam Kinison,"Sam Kinison, artist."
2802,Best Musical Show Album,Passion,,"Stephen Sondheim, composer; Stephen Sondheim, lyricist; Phil Ramone, producer (Original Broadway Cast)"
2803,Best Instrumental Composition,African Skies,,"Michael Brecker, composer (Michael Brecker)"
2804,Best Instrumental Composition Written For A Motion Picture Or For Television,Schindler's List,,"John Williams, composer (John Williams)"
2805,Best Song Written Specifically For A Motion Picture Or For Television,Streets Of Philadelphia (From Philadelphia),"Bruce Springsteen, songwriter (Bruce Springsteen)",
2806,Best Instrumental Arrangement,Three Cowboy Songs,,"Dave Grusin, arranger (Dave Grusin)"
2807,Best Instrumental Arrangement With Accompanying Vocals,Circle Of Life,,"Lebo Morake & Hans Zimmer, arrangers (Carmen Twillie)"
2808,Best Recording Package,Tribute To The Music Of Bob Wills & The Texas Playboys,,"Buddy Jackson, art director (Asleep At The Wheel)"
2809,Best Recording Package - Boxed,The Complete Ella Fitzgerald Songbooks,,"Chris Thompson, art director (Ella Fitzgerald)"
2810,Best Album Notes,Louis Armstrong - Portrait Of The Artist As A Young Man 1923-1934,,"Dan Morgenstern & Loren Schoenberg, album notes writers (Louis Armstrong)"
2811,Best Historical Album,The Complete Ella Fitzgerald Song Books On Verve,,"Michael Lang, compilation producer (Ella Fitzgerald)"
2812,Best Engineered Album - Non-Classical,Longing In Their Hearts,,"Ed Cherney, engineer (Bonnie Raitt)"
2813,Producer Of The Year,Don Was,,
2814,Best Classical Engineered Recording,"Copland: Music For Films (The Red Pony, Our Town, Etc.)",,"William Hoekstra, engineer (Leonard Slatkin, conductor)"
2815,Classical Producer Of The Year,Andrew Cornall,,
2816,Best Classical Album,"Bartók: Concerto For Orchestra; Four Orchestral Pieces, Op. 12",,"Pierre Boulez, artist; Karl-August Naegler, producer"
2817,Best Orchestral Performance,"Bartók: Concerto For Orchestra: Four Orchestral Pieces, Op. 12",,"Pierre Boulez, conductor (Chicago Symphony Orchestra)"
2818,Best Opera Recording,Floyd: Susannah,,"Kenn Chester, Jerry Hadley, Samuel Ramey & Cheryl Studer; Kent Nagano, conductor; Martin Sauer, producer (Chorus Of Opera De Lyon; Orchestre Of Opera De Lyon)"
2819,Best Choral Performance,Berlioz: Messe Solennelle,,(Monteverdi Choir; Orchestre Revolutionnaire Et Romantique)
2820,Best Instrumental Soloist Performance (With Orchestra),"The New York Album - Works Of Albert, Bartok & Bloch",,"Yo-Yo Ma, artist (Baltimore Orchestra)"
2821,Best Instrumental Soloist Performance Without Orchestra,"Haydn: Piano Sonatas, Nos. 32, 47, 53, 59",,"Emanuel Ax, artist"
2822,Best Chamber Music Performance,Beethoven/Mozart: Quintets (Chicago-Berlin),,"Daniel Barenboim, Dale Clevenger, Larry Combs, Daniele Damiano & Hansjorg Schellenberger, artists"
2823,Best Classical Vocal Performance,"The Impatient Lover - Italian Songs By Beethoven, Schubert, Mozart",,
2824,Best Classical Contemporary Composition,Albert: Cello Concerto,,"Stephen Albert, composer"
2825,"Best Music Video, Short Form",Love Is Strong,The Rolling Stones,"David Fincher, video director; Cean Chaffin, video producer"
2826,"Best Music Video, Long Form",Zoo TV - Live From Sydney,U2,"David Mallet, video director; Ned O'Hanlon & Rocky Oldham, video producers"
2827,Record Of The Year,I Will Always Love You,Whitney Houston,"David Foster, producer"
2828,Album Of The Year,The Bodyguard - Original Soundtrack Album,Whitney Houston,"Babyface, Robert Clivilles, David Cole, David Foster, L.A. Reid, Narada Michael Walden & BeBe Winans, producers"
2829,Song Of The Year,A Whole New World (Aladdin's Theme),,"Alan Menken & Tim Rice, songwriters (Peabo Bryson & Regina Belle)"
2830,Best New Artist,Toni Braxton,,
2831,"Best Pop Vocal Performance, Female",I Will Always Love You,Whitney Houston,
2832,"Best Pop Vocal Performance, Male",If I Ever Lose My Faith In You,Sting,
2833,Best Pop Performance By A Duo Or Group With Vocal,A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,
2834,Best Traditional Pop Vocal Performance,Steppin' Out,Tony Bennett,
2835,Best Pop Instrumental Performance,Barcelona Mona,Bruce Hornsby & Branford Marsalis,
2836,"Best Rock Vocal Performance, Solo",I'd Do Anything For Love (But I Won't Do That),Meat Loaf,
2837,Best Rock Performance By A Duo Or Group With Vocal,Livin' On The Edge,Aerosmith,
2838,Best Hard Rock Performance With Vocal,Plush,Stone Temple Pilots,
2839,Best Metal Performance With Vocal,I Don't Want To Change The World,Ozzy Osbourne,
2840,Best Rock Instrumental Performance,Sofa,Steve Vai,
2841,Best Rock Song,Runaway Train,,"David Pirner, songwriter (Soul Asylum)"
2842,Best Alternative Music Album,Zooropa,U2,
2843,"Best R&B Vocal Performance, Female",Another Sad Love Song,Toni Braxton,
2844,"Best R&B Vocal Performance, Male",A Song For You,Ray Charles,
2845,Best R&B Performance By A Duo Or Group With Vocal,No Ordinary Love,Sade,
2846,Best Rhythm & Blues Song,That's The Way Love Goes,,"Janet Jackson, Jimmy Jam & Terry Lewis, songwriters (Janet Jackson)"
2847,Best Rap Solo Performance,Let Me Ride,Dr. Dre,
2848,Best Rap Performance By A Duo Or Group,Rebirth Of Slick (Cool Like Dat),Digable Planets,
2849,Best New Age Album,Spanish Angel,Paul Winter Consort,
2850,Best Contemporary Jazz Performance (Instrumental),The Road To You,Pat Metheny Group,
2851,Best Jazz Vocal Performance,Take A Look,Natalie Cole,
2852,Best Jazz Instrumental Solo,Miles Ahead,,"Joe Henderson, soloist"
2853,"Best Jazz Instrumental Performance, Individual Or Group","So Near, So Far (Musings For Miles)",Joe Henderson,
2854,Best Large Jazz Ensemble Performance,Miles And Quincy Live At Montreux,Miles Davis & Quincy Jones,
2855,"Best Country Vocal Performance, Female",Passionate Kisses,Mary Chapin Carpenter,
2856,"Best Country Vocal Performance, Male",Ain't That Lonely Yet,Dwight Yoakam,
2857,Best Country Performance By A Duo Or Group With Vocal,Hard Workin' Man,Brooks & Dunn,
2858,Best Country Vocal Collaboration,Does He Love You,Reba McEntire & Linda Davis,
2859,Best Country Instrumental Performance,Red Wing,"Asleep At The Wheel Featuring Eldon Shamblin, Johnny Gimble, Chet Atkins, Vince Gill, Marty Stuart & Reuben ""Lucky Oceans"" Gosfield",
2860,Best Bluegrass Album,Waitin' For The Hard Times To Go,The Nashville Bluegrass Band,
2861,Best Country Song,Passionate Kisses,,"Lucinda Williams, songwriter (Mary Chapin Carpenter)"
2862,Best Rock Gospel Album,Free At Last,dc Talk,
2863,Best Pop/Contemporary Gospel Album,The Live Adventure,Steven Curtis Chapman,
2864,"Best Southern Gospel, Country Gospel Or Bluegrass Gospel Album",Good News,Kathy Mattea,
2865,Best Traditional Soul Gospel Album,Stand Still,Shirley Caesar,
2866,Best Contemporary Soul Gospel Album,All Out,The Winans,
2867,Best Gospel Album By A Choir Or Chorus,Live...We Come Rejoicing,,"Carol Cymbala, choir director (Brooklyn Tabernacle Choir)"
2868,Best Latin Pop Album,Aries,Luis Miguel,
2869,Best Tropical Latin Album,Mi Tierra,Gloria Estefan,
2870,Best Mexican-American Album,Live,Selena,
2871,Best Traditional Blues Album,Blues Summit,B.B. King,
2872,Best Contemporary Blues Album,Feels Like Rain,Buddy Guy,
2873,Best Traditional Folk Album,The Celtic Harp,The Chieftains,
2874,Best Contemporary Folk Album,Other Voices/Other Rooms,Nanci Griffith,
2875,Best Reggae Album,Bad Boys,Inner Circle,
2876,Best World Music Album,A Meeting By The River,Ry Cooder & V.M. Bhatt,
2877,Best Polka Album,Accordionally Yours,Walter Ostanek & His Band,
2878,Best Musical Album For Children,Aladdin - Original Motion Picture Soundtrack,(Various Artists),
2879,Best Spoken Word Album For Children,Audrey Hepburn's Enchanted Tales,Audrey Hepburn,
2880,Best Spoken Word Or Non-Musical Album,On The Pulse Of Morning,Maya Angelou,
2881,Best Spoken Comedy Album,Jammin' In New York,George Carlin,"George Carlin, artist."
2882,Best Musical Show Album,The Who's Tommy,,"Pete Townshend, composer; Pete Townshend, lyricist; George Martin, producer (Original Cast Recording)"
2883,Best Instrumental Composition,Forever In Love,,"Kenny G, composer (Kenny G)"
2884,Best Instrumental Composition Written For A Motion Picture Or For Television,Aladdin,,"Alan Menken, composer (Various Artists)"
2885,Best Song Written Specifically For A Motion Picture Or For Television,A Whole New World (Aladdin's Theme) (From Aladdin),"Alan Menken & Tim Rice, songwriters (Peabo Bryson & Regina Belle)",
2886,Best Music Video - Short Form,Steam,Peter Gabriel,"Stephen Johnson, video director; Prudence Fenton, video producer"
2887,Best Music Video-Long Form,Ten Summoner's Tales,Sting,"Doug Nichol, video director; Julie Fong, video producer"
2888,Best Arrangement On An Instrumental,Mood Indigo,,"Dave Grusin, arranger (Dave Grusin)"
2889,Best Instrumental Arrangement Accompanying Vocal(s),When I Fall In Love,,"David Foster & Jeremy Lubbock, arrangers (Celine Dion & Clive Griffin)"
2890,Best Recording Package,The Complete Billie Holiday On Verve 1945-1959,,"David Lau, art director (Billie Holiday)"
2891,Best Album Notes,The Complete Billie Holiday On Verve 1945-1959,,"Buck Clayton, Phil Schaap & Joel E. Siegel, album notes writers (Billie Holiday)"
2892,Best Historical Album,The Complete Billie Holiday On Verve 1945-1959,,"Michael Lang & Phil Schaap, compilation producers (Billie Holiday)"
2893,Best Engineered Album - Non-Classical,Ten Summoner's Tales,,"Hugh Padgham, engineer (Sting)"
2894,Producer Of The Year,David Foster,,
2895,Best Classical Album,Bartók: The Wooden Prince & Cantata Profana,,"Pierre Boulez, conductor; John Aler & John Tomlinson, artists; Karl-August Naegler, producer"
2896,Best Orchestral Performance,Bartók: The Wooden Prince,,"Pierre Boulez, conductor (Chicago Symphony Orchestra)"
2897,Best Opera Recording,Handel: Semele,,"John Aler, Kathleen Battle, Michael Chance, Mark S. Doss, Marilyn Horne, Neil Mackie, Sylvia McNair & Samuel Ramey; John Nelson, conductor; Steven Paul, producer (Ambrosian Opera Chorus; English Chamber Orchestra)"
2898,Best Performance Of A Choral Work,Bartók: Cantata Profana,,"Pierre Boulez, conductor (Chicago Symphony Chorus; Chicago Symphony Orchestra)"
2899,Best Classical Performance-Instrumental Soloist(s) (With Orchestra),Berg: Violin Concerto/Rihm: Time Chant,,"Anne-Sophie Mutter, artist (Chicago Symphony Orchestra)"
2900,Best Classical Performance-Instrumental Soloist (Without Orchestra),Barber: The Complete Solo Piano Music,,"John Browning, artist"
2901,Best Chamber Music Performance,"Ives: String Quartets Nos. 1, 2/Barber: String Quartet Op. 11 (American Originals)",,"Emerson String Quartet (Eugene Drucker, Lawrence Dutton, David Finckel & Philip Setzer), artists"
2902,Best Classical Vocal Performance,"The Art Of Arleen Auger (Works Of Larsen, Purcell, Schumann, Mozart)",,
2903,Best Contemporary Composition,Carter: Violin Concerto,,"Elliott Carter, composer"
2904,"Best Engineered Recording, Classical",Bartók: The Wooden Prince & Cantata Profana,,"Rainer Maillard, engineer (Pierre Boulez, conductor; Margaret Hillis, choral director)"
2905,Classical Producer Of The Year,Judith Sherman,,
2906,Record Of The Year,Tears In Heaven,Eric Clapton,"Russ Titelman, producer"
2907,Album Of The Year,Unplugged,Eric Clapton,"Russ Titelman, producer"
2908,Song Of The Year,Tears In Heaven,,"Eric Clapton & Will Jennings, songwriters (Eric Clapton)"
2909,Best New Artist,Arrested Development,,
2910,"Best Pop Vocal Performance, Female",Constant Craving,k.d. lang,
2911,"Best Pop Vocal Performance, Male",Tears In Heaven,Eric Clapton,
2912,Best Pop Performance By A Duo Or Group With Vocal,Beauty And The Beast,Celine Dion & Peabo Bryson,
2913,Best Traditional Pop Vocal Performance,Perfectly Frank,Tony Bennett,
2914,Best Pop Instrumental Performance,Beauty And The Beast,Richard Kaufman,
2915,"Best Rock Vocal Performance, Female",Ain't It Heavy,Melissa Etheridge,
2916,"Best Rock Vocal Performance, Male",Unplugged,Eric Clapton,
2917,Best Rock Performance By A Duo Or Group With Vocal,Achtung Baby,U2,
2918,Best Hard Rock Performance With Vocal,Give It Away,Red Hot Chili Peppers,
2919,Best Metal Performance,Wish,Nine Inch Nails,
2920,Best Rock Instrumental Performance,Little Wing,Stevie Ray Vaughan & Double Trouble,
2921,Best Rock Song,Layla,,"Eric Clapton & Jim Gordon, songwriters (Eric Clapton)"
2922,Best Alternative Music Album,Bone Machine,Tom Waits,
2923,"Best R&B Vocal Performance, Female",The Woman I Am,Chaka Khan,
2924,"Best R&B Vocal Performance, Male",Heaven And Earth,Al Jarreau,
2925,Best R&B Performance By A Duo Or Group With Vocal,End Of The Road,Boyz II Men,
2926,Best R&B Instrumental Performance,Doo-Bop,Miles Davis,
2927,Best Rhythm & Blues Song,End Of The Road,,"Babyface, L.A. Reid & Daryl Simmons, songwriters (Boyz II Men)"
2928,Best Rap Solo Performance,Baby Got Back,Sir Mix-A-Lot,
2929,Best Rap Performance By A Duo Or Group,Tennessee,Arrested Development,
2930,Best New Age Album,Shepherd Moons,Enya,
2931,Best Contemporary Jazz Performance (Instrumental),Secret Story,Pat Metheny,
2932,Best Jazz Vocal Performance,'Round Midnight,Bobby McFerrin,
2933,Best Jazz Instrumental Solo,Lush Life,,"Joe Henderson, soloist"
2934,"Best Jazz Instrumental Performance, Individual Or Group",I Heard You Twice The First Time,Branford Marsalis,
2935,Best Large Jazz Ensemble Performance,The Turning Point,McCoy Tyner Big Band,
2936,"Best Country Vocal Performance, Female",I Feel Lucky,Mary Chapin Carpenter,
2937,"Best Country Vocal Performance, Male",I Still Believe In You,Vince Gill,
2938,Best Country Performance By A Duo Or Group With Vocal,Emmylou Harris & The Nash Ramblers At The Ryman,Emmylou Harris & The Nash Ramblers,
2939,Best Country Vocal Collaboration,The Whiskey Ain't Workin',Travis Tritt & Marty Stuart,
2940,Best Country Instrumental Performance,Sneakin' Around,Chet Atkins & Jerry Reed,
2941,Best Bluegrass Album,Every Time You Say Goodbye,Alison Krauss & Union Station,
2942,Best Country Song,I Still Believe In You,,"Vince Gill & John Jarvis, songwriters (Vince Gill)"
2943,Best Rock/Contemporary Gospel Album,Unseen Power,Petra,
2944,Best Pop Gospel Album,The Great Adventure,Steven Curtis Chapman,
2945,Best Southern Gospel Album,Sometimes Miracles Hide,Bruce Carroll,
2946,Best Traditional Soul Gospel Album,He's Working It Out For You,Shirley Caesar,
2947,Best Contemporary Soul Gospel Album,Handel's Messiah - A Soulful Celebration,(Various Artists),
2948,Best Gospel Album By A Choir Or Chorus,Edwin Hawkins Music & Arts Seminar Mass Choir - Recorded Live In Los Angeles,,"Edwin Hawkins, choir director (Music & Arts Seminar Mass Choir)"
2949,Best Latin Pop Album,Otro Dia Mas Sin Verte,Jon Secada,
2950,Best Tropical Latin Album,Frenesi,Linda Ronstadt,
2951,Best Mexican-American Album,Mas Canciones,Linda Ronstadt,
2952,Best Traditional Blues Album,Goin' Back To New Orleans,Dr. John,
2953,Best Contemporary Blues Album,The Sky Is Crying,Stevie Ray Vaughan & Double Trouble,
2954,Best Traditional Folk Album,"An Irish Evening - Live At The Grand Opera House, Belfast",The Chieftains,
2955,Best Contemporary Folk Album,Another Country,The Chieftains,
2956,Best Reggae Album,X-tra Naked,Shabba Ranks,
2957,Best World Music Album,Brasileiro,Sergio Mendes,
2958,Best Polka Album,35th Anniversary,Walter Ostanek & His Band,
2959,Best Album For Children,Beauty And The Beast - Original Motion Picture Soundtrack,(Various Artists),
2960,Best Comedy Album,P.D.Q. Bach: Music For An Awful Lot Of Winds & Percussion,Peter Schickele,
2961,Best Spoken Word Or Non-Musical Album,What You Can Do To Avoid AIDS,"Earvin ""Magic"" Johnson & Robert O'Keefe",
2962,Best Musical Show Album,Guys And Dolls - The New Broadway Cast Recording,,"Jay David Saks, producer (The New Broadway Cast)"
2963,Best Instrumental Composition,Harlem Renaissance Suite,,"Benny Carter, composer (Benny Carter)"
2964,Best Instrumental Composition Written For A Motion Picture Or For Television,Beauty And The Beast,,"Alan Menken, composer (Various Artists)"
2965,Best Song Written Specifically For A Motion Picture Or For Television,Beauty And The Beast (From Beauty And The Beast),"Howard Ashman & Alan Menken, songwriters (Celine Dion & Peabo Bryson)",
2966,Best Music Video - Short Form,Digging In The Dirt,Peter Gabriel,"John Downer, video director; John Downer, video producer"
2967,Best Music Video - Long Form,Diva,Annie Lennox,"Sophie Muller, video director; Rob Small, video producer"
